authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewImages/9,reviewImages/10,reviewImages/11,reviewImages/12,reviewImages/13,reviewImages/14,reviewImages/15,reviewImages/16,reviewRating,reviewText,reviewTitle,reviewUrl
Diavionne R,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-03-29T19:14:25.326Z,,,,,,,,,,,,,,,,,,,4,Fresh strawberry crepe was delicious; didn't care for the Nutella hot chocolate.,,
Sasha U,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-02-24T22:24:54.272Z,,,,,,,,,,,,,,,,,,,5,Got the nutella and strawberry with almonds on top. It was so so so so delicious.  Would definitely recommend. ,,
aya s,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2024-03-16T05:22:38.657Z,,,,,,,,,,,,,,,,,,,1,"so disappointed with the crepe, tastes 3/10 looks like 0/10  ",,
Hannah T,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2023-12-26T04:01:29.091Z,,,,,,,,,,,,,,,,,,,1,I got the Sugar & Lemon and it was salty for some reason ?,,
Sam Z,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2023-06-27T01:54:56.250Z,,,,,,,,,,,,,,,,,,,1,"Not good crepe, I did not like and.. there's no forks with the order! ",,
Mahmoud A,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-12-25T04:26:15.210Z,,,,,,,,,,,,,,,,,,,1,Very bad service and rude I order 4 crepe I got 3 after I call them the ladies she answered the call act really rude and the crepe really disgusting ,,
Kylie L,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-11-27T05:28:37.271Z,,,,,,,,,,,,,,,,,,,3,Lemon crepe was good. The cheese in Ham & Cheese crepes tasted like plastic. May order again to give it another shot ,,
Sarah B,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-07-19T02:19:10.406Z,,,,,,,,,,,,,,,,,,,5,Always very solid ,,
Liv S,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2022-05-01T04:00:31.801Z,,,,,,,,,,,,,,,,,,,5,"Love 
A classic. So good",,
Beatriz A,ChIJRX_WToFZwokRQfmmViZ_C-A,"135 Ludlow Street, New York, NY 10002, USA",Creperie NYC,https://www.doordash.com/store/creperie-nyc-new-york-8917/,door-dash,2023-01-18T01:29:28.701Z,,,,,,,,,,,,,,,,,,,1,To start with no utensils sent in the bag or napkins. I order a 3 TYPE chocolates stuffing w/ strawberrie. I cut it open and it's only strawberries on the inside with literally NO CHOCOLATE AT ALL. Yep! $30 single crepe to be delivered with a slightly drizzle of chocolate on top and no stuffing. Tip? Don't buy from them to be delivered. Poor staff... horrible service. ,,
Lindsey L,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2022-02-21T18:18:00.620Z,,,,,,,,,,,,,,,,,,,5,This is the best vegan breakfast I've had on door dash! I got the croissant and BEC sandwiches and it was AMAZING,,
Mara R,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-12-19T21:47:32.688Z,,,,,,,,,,,,,,,,,,,5,"The Romey Sandwich is my repeat order, it's so good. All the sandwiches are good. But I made the mistake of tryingA Side of Mac and Cheese and it was awful. Beyond awful. The turmeric is overwhelming, it's completely inedible, I'm sorry. I'm still an Orchard fan and will get the sandwiches but the mac and cheese desperately needs to be readjusted",,
Yvette Y,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-10-13T23:33:41.872Z,,,,,,,,,,,,,,,,,,,1,The Orchard CThe Orchard Cobb Salad Salad was horrible. The avocado was missing and the lettuce was old and the end of the stalk. I will never order anything from them again. I would like to have my $19.00 back!,,
Hugh M,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-07-22T18:44:45.461Z,,,,,,,,,,,,,,,,,,,5,The Bowery Sandwich was great! Delicious and hearty,,
Erin L,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-04-11T22:43:45.494Z,,,,,,,,,,,,,,,,,,,5,edith is the best sandwich i've ever put in my mouth  ,,
Aneesah R,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-04-02T14:37:57.440Z,,,,,,,,,,,,,,,,,,,5,"The vegan crossa sandwic was a total of $28 and worth every freaking penny omg the flavors were amazing it just melts in your mouth 
 ",,
Fabiana D,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-02-21T20:59:42.090Z,,,,,,,,,,,,,,,,,,,5,Everything is always delicious!! One of my favorite spots to order from and im not even vegan! ,,
Echo N,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2023-06-07T16:19:26.177Z,,,,,,,,,,,,,,,,,,,5,Best vegan place I've found. Almost everything is amazing,,
Richard J,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2022-01-05T15:57:19.953Z,,,,,,,,,,,,,,,,,,,5,Always love their food,,
Tiffanie L,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2024-04-23T21:30:43.356Z,,,,,,,,,,,,,,,,,,,1, The Orchard Cobb Salad was nothing more than a bowl of lettuce with a slab of fried tofu on top. I actually thought I had been pranked when I received it.  ,,
Sierra H,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2023-11-29T16:55:37.375Z,,,,,,,,,,,,,,,,,,,2,The cheese in the kitten sandwich was not melted / was cold.  ,,
Esen B,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2022-04-10T17:12:27.107Z,,,,,,,,,,,,,,,,,,,5,Best vegan hangover food ,,
Sydney A,ChIJAQReQIdZwokR1rcwiar_XqM,"Orchard Grocer, 78 Orchard St, New York, NY 10002, USA",Orchard Grocer,https://page-service.doordash.com/store/orchard-grocer-220725/,door-dash,2023-05-30T19:12:40.412Z,,,,,,,,,,,,,,,,,,,1,I've been ordering from here for months and at first the food was great which is why I continued ordering. But as of late the food quality has been poor. I ordered the Kale Caesar salad it was heavily dressed with barely any bacon or avocado and extremely salty. I'm disappointed because really enjoyed their food.  ,,
Kathryn K,ChIJHcO0dsBYwokRqRmU--GRlCM,"B. Cafe, 240 E 75th St, New York, NY 10021, USA",BCafe,https://page-service.doordash.com/store/bcafe-923635/,door-dash,2022-01-06T23:50:58.939Z,,,,,,,,,,,,,,,,,,,5,"Love B Cafe, especially the beef carbonnade, cooked in Belgian beer for hours... so good and melts in your mouth.  Surprisingly good, even in their brunch omelette (tho best for a yummy dinner). ",,
Lia W,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-12-15T23:30:23.767Z,,,,,,,,,,,,,,,,,,,5,"The Matcha Beignets were AMAZING!!! Up there with any beignets I've ever had including ones from NOLA. The ice cream was a great addition. I have 0 complaints, no notes lol def will order again.",,
Ammar M,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-11-28T18:44:31.304Z,,,,,,,,,,,,,,,,,,,5,The Chocolate Basque Burnt Cheesecake (7-Inch) is hands down the best thing youll put in your mouth! I cant stop eating it.,,
Angel S,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-11-18T00:32:10.833Z,,,,,,,,,,,,,,,,,,,5,Perfectly packed to preserve temperature! ,,
Angel S,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-11-17T19:42:15.378Z,,,,,,,,,,,,,,,,,,,5,"Their Matcha Basque Burnt Cheesecake (4 inch) is phenomenal. At this point, we've had all versions of their Basque Cheesecake and you trully cannot go wrong with either. 
Packing and delivery is always perfect too. ",,
Sumin P,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-10-19T22:34:15.418Z,,,,,,,,,,,,,,,,,,,5,I always get the Rose Petal Milk Teawith Matcha Ice Cream Waffle together.They are literally the BEST :)),,
Kate H,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-08-31T23:31:54.403Z,,,,,,,,,,,,,,,,,,,5,Super delicious￼! I had the Matcha donuts and rose drink￼,,
Emily Z,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2024-08-20T20:03:44.217Z,,,,,,,,,,,,,,,,,,,5,We had specified sugar levels for our drinks and they were very accommodating! Thank you :) ,,
Kate M,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2023-05-14T00:39:51.117Z,,,,,,,,,,,,,,,,,,,5,Ordered the Taro Milk Tea and it was delicious! <3,,
Tessa M,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-12-30T03:28:42.071Z,,,,,,,,,,,,,,,,,,,5,"i realized i didn't order tapioca pearls in my boba so i was a little sad when they were missing 
:(( otherwise i have to say the jasmine milk tea itself was delicious and the cheesecake was phenomenal!!!  i highly recommend this place :)",,
Kwon M,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-12-23T01:06:03.115Z,,,,,,,,,,,,,,,,,,,3,Arrived few minutes after their promised time but my order is not even picked up.  The casher at front was nice enough to review my order and pick up everything for me.  Cheesecakes are nice but nothing really special to justify the cost.,,
Lara S,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-03-12T17:24:54.616Z,,,,,,,,,,,,,,,,,,,5,"Matcha beignets were amazing, ube was good too!",,
Marcus S,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-01-18T03:28:38.744Z,,,,,,,,,,,,,,,,,,,5,That was bussin my matah cap to another level I almost had a seizure it was so good holy cannoli ,,
Anjali B,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-01-08T03:24:54.220Z,,,,,,,,,,,,,,,,,,,5,Basque cheese cake and mango madness are my most favorite! Good quality and delicious food ♥️,,
Sofia B,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2021-09-24T16:38:39.770Z,,,,,,,,,,,,,,,,,,,5,I love the quallity of their items. Super good. I would recommend the hodduk.,,
Albert K,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2023-08-23T23:29:18.372Z,,,,,,,,,,,,,,,,,,,5,Excellent food and milk tea!,,
Brent D,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2023-01-25T03:13:06.869Z,,,,,,,,,,,,,,,,,,,5,Burnt cheesecake is amazing! ,,
Eunice K,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-07-30T14:06:41.940Z,,,,,,,,,,,,,,,,,,,5,"The XOXO Shaved Ice was perfect upon arrival!  Wasn't sure if it would melt but it was yummy and perfect. 

The rose petal milk tea is good but the honey boba wasn't really cooked properly so it wasnt the right chewy texture but was soft on outside and hard on inside.  Would do lychee jelly next time",,
Darin J,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2023-05-21T00:38:42.440Z,,,,,,,,,,,,,,,,,,,3,"Eh okay not the best, really oily ",,
Sarah C,ChIJPbvLQdJZwokRscx7HQBG6vM,"Grace Street Coffee & Desserts, 17 W 32nd St, New York, NY 10001, USA",Grace Street,https://www.doordash.com/store/grace-street-new-york-774661/,door-dash,2022-08-08T02:32:11.852Z,,,,,,,,,,,,,,,,,,,2,Beignets were burnt  ,,
Matt S,ChIJab2glFtMwokRvf252SmbQX0,"1650 Richmond Ave, Staten Island, NY 10314, USA",Subway®,https://page-service.doordash.com/store/subway-staten-island-22943908/,door-dash,2024-03-24T14:22:47.167Z,,,,,,,,,,,,,,,,,,,5,Everything was made well!!!  Their sandwiches are fresh ang great. ,,
Tanisha B,ChIJab2glFtMwokRvf252SmbQX0,"1650 Richmond Ave, Staten Island, NY 10314, USA",Subway®,https://page-service.doordash.com/store/subway-staten-island-22943908/,door-dash,2022-05-19T22:52:55.924Z,,,,,,,,,,,,,,,,,,,1,this is the second time we ordered a turkey sandwich but got the wrong meat and ingredients. very unsatisfied!,,
John T,ChIJaV0zg6RZwokRQrFS6No9JbQ,"50 W 22nd St, New York, NY 10010, USA",BXL Zoute,https://page-service.doordash.com/store/bxl-zoute-new-york-29248/,door-dash,2022-02-07T03:19:07.847Z,,,,,,,,,,,,,,,,,,,5,Literally the best. We use every excuse to bring friends and family here. ,,
Noah G,ChIJaV0zg6RZwokRQrFS6No9JbQ,"50 W 22nd St, New York, NY 10010, USA",BXL Zoute,https://page-service.doordash.com/store/bxl-zoute-new-york-29248/,door-dash,2023-02-01T20:36:59.854Z,,,,,,,,,,,,,,,,,,,2,"The anchovy is the only flavour I tasted in Caesar Salad. It's extremely overpowering and very fishy.
 
The Carbonade Flamande comes with no vegetables.

The Cheese Croquettes are just fried cheese balls, not croquettes. ",,
Robert R,ChIJfZAD2JdbwokRK3S0Y5IxZVU,"96 South St, New York, NY 10038, USA",House of The Red Pearl,https://page-service.doordash.com/store/house-of-the-red-pearl-23229259/,door-dash,2022-11-12T18:04:08.494Z,,,,,,,,,,,,,,,,,,,5,Amazing flavors and I received my delivery really fast.,,
Alyssa B,ChIJfZAD2JdbwokRK3S0Y5IxZVU,"96 South St, New York, NY 10038, USA",House of The Red Pearl,https://page-service.doordash.com/store/house-of-the-red-pearl-23229259/,door-dash,2023-03-06T00:28:52.418Z,,,,,,,,,,,,,,,,,,,3,The Steamed Eggplant and sauce for the Vegetable Peanut Tofu Skin Spring Rolls were so salty it was inedible. The Chicken & Broccoli didnt even come with rice.  Not worth the price.  Really disappointing:( s,,
Robert R,ChIJfZAD2JdbwokRK3S0Y5IxZVU,"96 South St, New York, NY 10038, USA",House of The Red Pearl,https://page-service.doordash.com/store/house-of-the-red-pearl-23229259/,door-dash,2022-12-09T17:21:18.841Z,,,,,,,,,,,,,,,,,,,5,Mala chicken is spectacular. ,,
Margery P,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2023-09-12T21:58:18.375Z,,,,,,,,,,,,,,,,,,,5,Best Chinese food on the island. The pork is never fatty. The food is always fresh consistently. Prices are good and food is delicious. ,,
Mate G,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2025-02-18T22:18:25.937Z,,,,,,,,,,,,,,,,,,,1,Dont recoment. Very nothing delicious. Instead of beef there is some fat chansk,,
Mate G,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2025-02-18T21:36:47.804Z,,,,,,,,,,,,,,,,,,,1,Not good at all. Beef with Broccoli insted of beef there was some beef fat chunks. Nothing delicious,,
Cassandra R,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2024-04-06T19:14:42.109Z,,,,,,,,,,,,,,,,,,,5,"in September I had a fall and broke my nose and eating was reaaaaally hard. For a whole month I survived off of lo mein and wonton soup! Thank you Great China, the food has always been perfect from you guys!!! I appreciate your work!!",,
Paul N,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2024-02-11T00:33:52.880Z,,,,,,,,,,,,,,,,,,,5,The chicken was perfectly spicy and sweet and I would definitely order it again.,,
hansa p,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2023-10-28T18:06:15.672Z,,,,,,,,,,,,,,,,,,,3,the Spring Roll has shrimp which should be mentioned since generally they're vegetarian & there was no flavor in the Bean Curd with Veg Soup tbh luckily they gave me some soy sauce to help,,
Jenny Q,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2024-09-22T01:27:29.434Z,,,,,,,,,,,,,,,,,,,5,The foods always good and fair price.,,
Hira S,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2023-03-13T15:46:39.631Z,,,,,,,,,,,,,,,,,,,5,Always fresh and quick!! ,,
Nataki H,ChIJnyph2q1NwokR96HUakWQw58,"2154 Forest Ave, Staten Island, NY 10303, USA",Great China,https://page-service.doordash.com/store/great-china-staten-island-145602/,door-dash,2023-02-08T23:07:35.775Z,,,,,,,,,,,,,,,,,,,1,"Gross never again! fried garlic chicken and french fries was smothered in vegetables and was soggy, your not suppose to make fried garlic wings like that! i never asked for vegetables smh tossed it in the garbage",,
the3853,ChIJab2glFtMwokRvf252SmbQX0,"1650 Richmond Ave Coral Plaza, Staten Island, NY 10314",Dunkin',https://www.tripadvisor.com/Restaurant_Review-g48682-d17832225-Reviews-Dunkin-Staten_Island_New_York.html,tripadvisor,2019-10-03T00:00:00.000Z,715080411,,,,,,,,,,,,,,,,,,4,Great for parking. Sweetheart at the counter with homey greeting. Terrific chocolate chip muffin. Freshest I've ever had. Plenty of good seating.,Take a hike Starbucks!,https://www.tripadvisor.com/ShowUserReviews-g48682-d17832225-r715080411-Dunkin-Staten_Island_New_York.html
Stay14813958497,ChIJ329uV7xZwokRfM6dcDcOtKY,"119 7th Avenue New York, New York City, NY 10010",cafeteria,https://www.tripadvisor.com/Restaurant_Review-g60763-d457893-Reviews-Cafeteria-New_York_City_New_York.html,tripadvisor,2025-03-09T00:00:00.000Z,997326089,,,,,,,,,,,,,,,,,,5,One of our go to places is Cafeteria in NYC’s Chelsea area. The Mac and Cheese sets the bar for all other places. If you sit at the bar be sure to ask for Karl. His great service and friendly personality make for an excellent experience.,For a casual meal,https://www.tripadvisor.com/ShowUserReviews-g60763-d457893-r997326089-Cafeteria-New_York_City_New_York.html
